valid_start_utc,pm25_ug_m3
2023-03-09 13:00:00+00:00,82.21157868703206
2023-03-09 14:00:00+00:00,88.09167957305908
2023-03-09 15:00:00+00:00,85.78659057617188
2023-03-09 16:00:00+00:00,48.41333198547363
2023-03-09 17:00:00+00:00,36.16259423891703
2023-03-09 18:00:00+00:00,34.156253814697266
2023-03-09 19:00:00+00:00,29.848189036051433
2023-03-09 20:00:00+00:00,26.97961147626241
2023-03-09 21:00:00+00:00,23.820839246114094
2023-03-09 22:00:00+00:00,20.370006958643597
2023-03-09 23:00:00+00:00,19.31226348876953
2023-03-10 00:00:00+00:00,22.743597428003948
2023-03-10 01:00:00+00:00,29.047993659973145
2023-03-10 02:00:00+00:00,35.1628642876943
2023-03-10 03:00:00+00:00,39.86624193191528
2023-03-10 04:00:00+00:00,43.350432773431145
2023-03-10 05:00:00+00:00,45.305116395155586
2023-03-10 06:00:00+00:00,48.7076101899147
2023-03-10 07:00:00+00:00,53.06889943281809
2023-03-10 08:00:00+00:00,55.53012156486511
2023-03-10 09:00:00+00:00,55.037084539731346
2023-03-10 10:00:00+00:00,52.19633746147156
2023-03-10 11:00:00+00:00,53.04496240615845
2023-03-10 12:00:00+00:00,52.046589851379395
2023-03-10 13:00:00+00:00,46.81622123718262
2023-03-10 14:00:00+00:00,37.879106521606445
