valid_start_utc,pm25_ug_m3
2023-03-13 13:00:00+00:00,47.518869400024414
2023-03-13 14:00:00+00:00,45.836392402648926
2023-03-13 15:00:00+00:00,41.63987922668457
2023-03-13 16:00:00+00:00,33.108408292134605
2023-03-13 17:00:00+00:00,23.68008780479431
2023-03-13 18:00:00+00:00,17.965105613072712
2023-03-13 19:00:00+00:00,14.617535909016928
2023-03-13 20:00:00+00:00,12.765615542729696
2023-03-13 21:00:00+00:00,12.249935070673624
2023-03-13 22:00:00+00:00,11.892900625864664
2023-03-13 23:00:00+00:00,11.30788278579712
2023-03-14 00:00:00+00:00,11.29959805806478
2023-03-14 01:00:00+00:00,13.183419624964396
2023-03-14 02:00:00+00:00,15.608117500940958
2023-03-14 03:00:00+00:00,16.716443061828613
2023-03-14 04:00:00+00:00,19.81532750527064
2023-03-14 05:00:00+00:00,24.789178609848022
2023-03-14 06:00:00+00:00,28.774655679861706
2023-03-14 07:00:00+00:00,30.219346125920612
2023-03-14 08:00:00+00:00,30.763600726922352
2023-03-14 09:00:00+00:00,32.44559534390768
2023-03-14 10:00:00+00:00,36.03610304991404
2023-03-14 11:00:00+00:00,39.893425146738686
2023-03-14 12:00:00+00:00,42.92149579524994
2023-03-14 13:00:00+00:00,44.85726225376129
2023-03-14 14:00:00+00:00,46.200594902038574
