valid_start_utc,pm25_ug_m3
2023-03-20 13:00:00+00:00,35.039058208465576
2023-03-20 14:00:00+00:00,38.37116805712382
2023-03-20 15:00:00+00:00,32.97484993934631
2023-03-20 16:00:00+00:00,25.476913452148438
2023-03-20 17:00:00+00:00,16.80254093805949
2023-03-20 18:00:00+00:00,14.449767629305521
2023-03-20 19:00:00+00:00,11.88854024807612
2023-03-20 20:00:00+00:00,9.177218238512674
2023-03-20 21:00:00+00:00,6.829118053118388
2023-03-20 22:00:00+00:00,5.7085610429445905
2023-03-20 23:00:00+00:00,5.329002936681111
2023-03-21 00:00:00+00:00,5.598812739054362
2023-03-21 01:00:00+00:00,7.092771530151367
2023-03-21 02:00:00+00:00,9.028716742992401
2023-03-21 03:00:00+00:00,10.536172727743784
2023-03-21 04:00:00+00:00,11.469909528891245
2023-03-21 05:00:00+00:00,12.043417572975159
2023-03-21 06:00:00+00:00,12.083332697550455
2023-03-21 07:00:00+00:00,11.573165138562521
2023-03-21 08:00:00+00:00,10.092159072558085
2023-03-21 09:00:00+00:00,8.422122498353323
2023-03-21 10:00:00+00:00,7.055449843406677
2023-03-21 11:00:00+00:00,6.21636559565862
2023-03-21 12:00:00+00:00,5.998012820879619
2023-03-21 13:00:00+00:00,6.107467412948608
2023-03-21 14:00:00+00:00,6.2013193766276045
