valid_start_utc,pm25_ug_m3
2023-03-17 13:00:00+00:00,49.54312292734782
2023-03-17 14:00:00+00:00,54.039183934529625
2023-03-17 15:00:00+00:00,56.2405731678009
2023-03-17 16:00:00+00:00,52.07169850667318
2023-03-17 17:00:00+00:00,38.56342315673828
2023-03-17 18:00:00+00:00,27.937887986501057
2023-03-17 19:00:00+00:00,24.0662039120992
2023-03-17 20:00:00+00:00,21.892645517985027
2023-03-17 21:00:00+00:00,21.626548449198406
2023-03-17 22:00:00+00:00,22.578788836797077
2023-03-17 23:00:00+00:00,25.973826090494793
2023-03-18 00:00:00+00:00,33.166281382242836
2023-03-18 01:00:00+00:00,44.53203582763672
2023-03-18 02:00:00+00:00,56.88753795623779
2023-03-18 03:00:00+00:00,67.11927032470703
2023-03-18 04:00:00+00:00,76.42686605453491
2023-03-18 05:00:00+00:00,88.20485941569011
2023-03-18 06:00:00+00:00,99.99722798665364
2023-03-18 07:00:00+00:00,107.87016741434734
2023-03-18 08:00:00+00:00,110.67821884155273
2023-03-18 09:00:00+00:00,108.19833532969157
2023-03-18 10:00:00+00:00,100.13901297251384
2023-03-18 11:00:00+00:00,87.3494701385498
2023-03-18 12:00:00+00:00,72.5397032101949
2023-03-18 13:00:00+00:00,60.055655320485435
2023-03-18 14:00:00+00:00,45.9093214670817
