valid_start_utc,pm25_ug_m3
2023-03-27 13:00:00+00:00,23.42495822906494
2023-03-27 14:00:00+00:00,15.750342528025309
2023-03-27 15:00:00+00:00,11.36270252863566
2023-03-27 16:00:00+00:00,7.493239720662435
2023-03-27 17:00:00+00:00,7.670313477516174
2023-03-27 18:00:00+00:00,9.719958186149597
2023-03-27 19:00:00+00:00,9.799139022827148
2023-03-27 20:00:00+00:00,9.1261625289917
2023-03-27 21:00:00+00:00,8.620259086290995
2023-03-27 22:00:00+00:00,8.927156607309977
2023-03-27 23:00:00+00:00,9.390196005503336
2023-03-28 00:00:00+00:00,10.675701777140299
2023-03-28 01:00:00+00:00,14.773103713989258
2023-03-28 02:00:00+00:00,20.046731154123943
2023-03-28 03:00:00+00:00,25.0067697763443
2023-03-28 04:00:00+00:00,30.00571568806966
2023-03-28 05:00:00+00:00,36.076846877733864
2023-03-28 06:00:00+00:00,42.56282409032186
2023-03-28 07:00:00+00:00,49.28320646286011
2023-03-28 08:00:00+00:00,52.56909942626953
2023-03-28 09:00:00+00:00,52.22019672393799
2023-03-28 10:00:00+00:00,49.16894197463989
2023-03-28 11:00:00+00:00,45.89357932408651
2023-03-28 12:00:00+00:00,42.53179168701172
2023-03-28 13:00:00+00:00,40.597412109375
2023-03-28 14:00:00+00:00,40.178367614746094
