valid_start_utc,pm25_ug_m3
2023-02-28 13:00:00+00:00,10.863232851028442
2023-02-28 14:00:00+00:00,11.038916071256002
2023-02-28 15:00:00+00:00,9.040951410929361
2023-02-28 16:00:00+00:00,6.6102470854918165
2023-02-28 17:00:00+00:00,5.532433778047562
2023-02-28 18:00:00+00:00,4.753858506679535
2023-02-28 19:00:00+00:00,4.4510038296381635
2023-02-28 20:00:00+00:00,4.08407465616862
2023-02-28 21:00:00+00:00,3.7114579180876413
2023-02-28 22:00:00+00:00,3.3773954709370932
2023-02-28 23:00:00+00:00,3.253472775220871
2023-03-01 00:00:00+00:00,3.585633416970571
2023-03-01 01:00:00+00:00,4.79538631439209
2023-03-01 02:00:00+00:00,6.0867955684661865
2023-03-01 03:00:00+00:00,7.498812139034271
2023-03-01 04:00:00+00:00,8.664862950642904
2023-03-01 05:00:00+00:00,8.289691229661306
2023-03-01 06:00:00+00:00,8.061874349912008
2023-03-01 07:00:00+00:00,8.021688421567282
2023-03-01 08:00:00+00:00,7.456070860226949
2023-03-01 09:00:00+00:00,6.865390777587891
2023-03-01 10:00:00+00:00,6.447120348612468
2023-03-01 11:00:00+00:00,6.177576382954915
2023-03-01 12:00:00+00:00,6.065903663635254
2023-03-01 13:00:00+00:00,6.201324462890625
2023-03-01 14:00:00+00:00,6.300529837608337
