valid_start_utc,pm25_ug_m3
2023-03-25 13:00:00+00:00,23.034981727600098
2023-03-25 14:00:00+00:00,23.381364345550537
2023-03-25 15:00:00+00:00,21.27551285425822
2023-03-25 16:00:00+00:00,16.16556676228841
2023-03-25 17:00:00+00:00,10.864197413126627
2023-03-25 18:00:00+00:00,9.189067085584005
2023-03-25 19:00:00+00:00,8.518816709518433
2023-03-25 20:00:00+00:00,8.240146001180014
2023-03-25 21:00:00+00:00,7.537033041318257
2023-03-25 22:00:00+00:00,6.934927304585774
2023-03-25 23:00:00+00:00,6.498257319132487
2023-03-26 00:00:00+00:00,6.9599456787109375
2023-03-26 01:00:00+00:00,9.060946782430014
2023-03-26 02:00:00+00:00,12.112638076146444
2023-03-26 03:00:00+00:00,15.755737900733948
2023-03-26 04:00:00+00:00,20.013083616892498
2023-03-26 05:00:00+00:00,23.35310435295105
2023-03-26 06:00:00+00:00,24.223990201950073
2023-03-26 07:00:00+00:00,23.941500186920166
2023-03-26 08:00:00+00:00,23.32510495185852
2023-03-26 09:00:00+00:00,22.94981622695923
2023-03-26 10:00:00+00:00,22.892077366511028
2023-03-26 11:00:00+00:00,23.061556736628216
2023-03-26 12:00:00+00:00,23.48391588528951
2023-03-26 13:00:00+00:00,24.312994559605915
2023-03-26 14:00:00+00:00,25.587693373362224
