valid_start_utc,pm25_ug_m3
2023-03-05 13:00:00+00:00,11.275906284650167
2023-03-05 14:00:00+00:00,11.310248692830404
2023-03-05 15:00:00+00:00,11.419942696889242
2023-03-05 16:00:00+00:00,8.273255983988443
2023-03-05 17:00:00+00:00,6.320688565572103
2023-03-05 18:00:00+00:00,6.134341239929199
2023-03-05 19:00:00+00:00,5.947858254114787
2023-03-05 20:00:00+00:00,5.680947959423065
2023-03-05 21:00:00+00:00,5.367777943611145
2023-03-05 22:00:00+00:00,5.178496678670247
2023-03-05 23:00:00+00:00,5.177917460600535
2023-03-06 00:00:00+00:00,5.65943177541097
2023-03-06 01:00:00+00:00,6.929309209187825
2023-03-06 02:00:00+00:00,8.542145411173502
2023-03-06 03:00:00+00:00,9.600723882516226
2023-03-06 04:00:00+00:00,10.119225899378458
2023-03-06 05:00:00+00:00,10.65516710281372
2023-03-06 06:00:00+00:00,11.010760625203451
2023-03-06 07:00:00+00:00,11.499083201090494
2023-03-06 08:00:00+00:00,11.780150731404623
2023-03-06 09:00:00+00:00,11.902514259020487
2023-03-06 10:00:00+00:00,12.472833732763926
2023-03-06 11:00:00+00:00,12.64022183418274
2023-03-06 12:00:00+00:00,12.747020820776621
2023-03-06 13:00:00+00:00,13.125195920467377
2023-03-06 14:00:00+00:00,13.64525810877482
